0.0	0.0	0.0
10.0	0.0	0.0
10.0	10.0	0.0
0.0	10.0	0.0
4.0	4.0	0.0
6.0	4.0	0.0
6.0	6.0	0.0
4.0	6.0	0.0
2.0	0.0	0.0
8.0	0.0	0.0
2.0	10.0	0.0
8.0	10.0	0.0
0.0	0.0	2.0
10.0	0.0	2.0
10.0	10.0	2.0
0.0	10.0	2.0
4.0	4.0	2.0
6.0	4.0	2.0
6.0	6.0	2.0
4.0	6.0	2.0
2.0	0.0	2.0
8.0	0.0	2.0
2.0	10.0	2.0
8.0	10.0	2.0
0.0	7.5	2.0
0.0	5.0	2.0
0.0	2.5	2.0
0.0	2.499999999995362	0.0
0.0	4.999999999992398	0.0
0.0	7.499999999996199	0.0
3.999999999990228	10.0	0.0
5.999999999995085	10.0	0.0
6.000000000006245	10.0	2.0
4.000000000003123	10.0	2.0
3.999999999990228	0.0	2.0
5.999999999995085	0.0	2.0
6.000000000006245	0.0	0.0
4.000000000003123	0.0	0.0
10.0	2.499999999995362	0.0
10.0	4.999999999992398	0.0
10.0	7.499999999996199	0.0
10.0	7.5	2.0
10.0	5.0	2.0
10.0	2.5	2.0
1.000000000628097	10.0	1.000000000628093
9.000000010474132	10.0	1.000000011730323
9.000000010474132	0.0	1.000000011730325
1.000000000628095	0.0	1.000000000628095
7.000000019890714	10.0	0.9999999862368842
2.999999999995113	10.0	1.000000010575881
4.999999998142284	10.0	0.9999999981431804
0.0	8.749999966151307	1.000000064696955
0.0	1.249999998402354	1.000000001453996
0.0	6.249999966147314	1.000000028516345
0.0	3.75	1.000000000004752
2.999999999995114	0.0	1.000000057881426
7.000000019890713	0.0	1.000000010987555
4.999999999992658	0.0	1.000000000006448
10.0	8.74999996615131	1.000000064696956
10.0	6.249999999994298	0.9999999999952482
10.0	1.24999999999768	0.9999999911469719
10.0	3.75	1.000000000004752
4.0	5.000000005551115	0.999999994448885
5.0	4.0	1.0
6.0	4.999999994448881	1.000000005551115
5.000000005551115	6.0	1.000000005551116
3.044192347062073	8.106207283344592	0.0
6.955807652936699	1.893792716655647	0.0
3.044192347065567	1.893792716656662	0.0
6.955807652934372	8.106207283343007	0.0
5.000000000001385	2.051269463707976	0.0
4.999999999997828	7.948730536292012	0.0
8.150399013169704	3.320630010400442	0.0
1.849600986831284	3.320630010401118	0.0
1.849600986829424	6.679369989595625	0.0
8.150399013168963	6.679369989594564	0.0
2.339840394732142	4.999999999997828	0.0
7.660159605267734	4.999999999997481	0.0
1.3787586667783	8.457115454587282	0.0
8.621241333221281	1.54288454541029	0.0
8.621241333220668	8.457115454586754	0.0
1.37875866677937	1.542884545410629	0.0
3.044192347062252	1.893792716655303	2.0
6.955807652936916	8.106207283344226	2.0
3.044192347065349	8.106207283343212	2.0
6.955807652934196	1.89379271665689	2.0
5.000000000001384	7.948730536291993	2.0
4.999999999997828	2.051269463707963	2.0
1.849600986829632	3.320630010402352	2.0
8.150399013169956	6.679369989597371	2.0
1.84960098683103	6.679369989596694	2.0
8.150399013168755	3.320630010403413	2.0
2.339840394732132	4.99999999999981	2.0
7.660159605267743	5.000000000000156	2.0
1.378758666778377	1.542884545411531	2.0
8.621241333221375	8.457115454588319	2.0
8.62124133322059	1.542884545412061	2.0
1.378758666779276	8.457115454587981	2.0
